year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,8,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",166.0,56.0,17.95,1.69,5.15,0.0,31.22,2.0,2.0,8476.0,2361.0,76.0,263.0,0.0,5776.0
2023,8,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",122.0,33.0,11.03,1.49,4.22,0.05,16.2,1.0,0.0,3809.0,496.0,169.0,154.0,3.0,2987.0
2023,8,AA,American Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",123.0,44.0,10.4,4.01,2.63,0.11,26.85,0.0,0.0,3849.0,753.0,324.0,122.0,27.0,2623.0
2023,8,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",186.0,41.0,14.52,0.0,14.92,0.0,11.55,0.0,2.0,2878.0,959.0,0.0,370.0,0.0,1549.0
2023,8,AA,American Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",9.0,5.0,1.28,0.0,0.02,0.0,3.7,0.0,0.0,581.0,125.0,0.0,3.0,0.0,453.0
2023,8,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",76.0,12.0,4.85,0.75,0.67,0.0,5.73,0.0,0.0,834.0,338.0,49.0,23.0,0.0,424.0
2023,8,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",683.0,180.0,75.08,8.1,19.13,0.0,77.69,8.0,1.0,17333.0,7728.0,838.0,1105.0,0.0,7662.0
2023,8,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",73.0,25.0,14.01,0.0,1.61,0.0,9.38,3.0,0.0,4343.0,2493.0,0.0,51.0,0.0,1799.0
2023,8,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",184.0,59.0,20.56,3.8,8.7,0.0,25.94,3.0,0.0,4670.0,1496.0,309.0,430.0,0.0,2435.0
2023,8,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",561.0,170.0,50.09,4.02,24.68,1.15,90.06,5.0,0.0,17791.0,4270.0,345.0,1042.0,51.0,12083.0
2023,8,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",99.0,15.0,3.25,1.39,2.73,0.0,7.63,0.0,0.0,1365.0,207.0,192.0,187.0,0.0,779.0
2023,8,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",604.0,182.0,56.04,4.56,25.63,1.4,94.37,23.0,1.0,15927.0,3880.0,405.0,1273.0,44.0,10325.0
